Labels,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41
0,0.0,0.0,0.06182795763015747,-0.054786622524261475,0.09602847695350647,-0.13592541217803955,0.07688406109809875,-0.19937467575073242,0.04698595404624939,-0.22103989124298096,0.03803423047065735,-0.20188701152801514,0.038338035345077515,-0.26356256008148193,0.049165427684783936,-0.20096498727798462,0.049972325563430786,-0.16694998741149902,-0.0035843998193740845,-0.19662952423095703,-0.0006099194288253784,-0.2589768171310425,0.014531210064888,-0.18064641952514648,0.010296076536178589,-0.15415704250335693,-0.044099003076553345,-0.18222004175186157,-0.04248514771461487,-0.2484106421470642,-0.021799668669700623,-0.1699965000152588,-0.024180516600608826,-0.13880574703216553,-0.08715178072452545,-0.15635764598846436,-0.08391734957695007,-0.21518439054489136,-0.0606817901134491,-0.1660441756248474,-0.05632573366165161,-0.1377999186515808
0,0.0,0.0,0.062144726514816284,-0.05453205108642578,0.09491047263145447,-0.15452700853347778,0.07475045323371887,-0.2300967574119568,0.05580979585647583,-0.2665627598762512,0.05444151163101196,-0.22736835479736328,0.05011507868766785,-0.29348695278167725,0.055516451597213745,-0.2177169919013977,0.05520427227020264,-0.19417917728424072,0.005307376384735107,-0.22071141004562378,0.0035464316606521606,-0.2830256223678589,0.016185790300369263,-0.19633585214614868,0.013108745217323303,-0.19236719608306885,-0.03915412724018097,-0.2060447335243225,-0.042214155197143555,-0.2718605399131775,-0.023069679737091064,-0.19110733270645142,-0.023246854543685913,-0.18035930395126343,-0.08402752876281738,-0.18572324514389038,-0.08206656575202942,-0.234413743019104,-0.06151255965232849,-0.18247300386428833,-0.057856082916259766,-0.16658669710159302
0,0.0,0.0,0.06045742332935333,-0.05415743589401245,0.09310539066791534,-0.1522350311279297,0.07428257167339325,-0.22723889350891113,0.055933818221092224,-0.26365286111831665,0.05486325919628143,-0.2273097038269043,0.05209098756313324,-0.29498350620269775,0.05799351632595062,-0.21876078844070435,0.056465908885002136,-0.1938076615333557,0.005680173635482788,-0.22060787677764893,0.005911931395530701,-0.28416699171066284,0.01897929608821869,-0.1970098614692688,0.014529839158058167,-0.19284403324127197,-0.038162797689437866,-0.20622241497039795,-0.040226757526397705,-0.2752310037612915,-0.020412340760231018,-0.19414407014846802,-0.021843239665031433,-0.18218272924423218,-0.08304288983345032,-0.18635374307632446,-0.07899245619773865,-0.23710346221923828,-0.05820059776306152,-0.18503284454345703,-0.05596749484539032,-0.16795068979263306
0,0.0,0.0,0.0614016056060791,-0.05424445867538452,0.09395390748977661,-0.15221375226974487,0.07431817054748535,-0.22642362117767334,0.05486604571342468,-0.2612733840942383,0.05656048655509949,-0.22692054510116577,0.05351164937019348,-0.2955944538116455,0.05923348665237427,-0.2187732458114624,0.057915836572647095,-0.19333475828170776,0.007376417517662048,-0.21945887804031372,0.007236048579216003,-0.2841939330101013,0.020173877477645874,-0.19674688577651978,0.015766680240631104,-0.19218087196350098,-0.03666943311691284,-0.2048358917236328,-0.03876195847988129,-0.2745314836502075,-0.019393309950828552,-0.19283634424209595,-0.02092522382736206,-0.18103653192520142,-0.08177950978279114,-0.18488317728042603,-0.07783272862434387,-0.23636245727539062,-0.0570354163646698,-0.1831045150756836,-0.05462333559989929,-0.16574448347091675
0,0.0,0.0,0.061811625957489014,-0.053343892097473145,0.09586936235427856,-0.15086966753005981,0.07770761847496033,-0.22540324926376343,0.05827793478965759,-0.25985175371170044,0.058569133281707764,-0.22746366262435913,0.05529862642288208,-0.2945340871810913,0.06071120500564575,-0.2177010178565979,0.05987471342086792,-0.19382387399673462,0.009608730673789978,-0.22009748220443726,0.009253159165382385,-0.28342491388320923,0.02196398377418518,-0.19615811109542847,0.018269211053848267,-0.1927754282951355,-0.03472280502319336,-0.20555013418197632,-0.03672361373901367,-0.27432310581207275,-0.017849132418632507,-0.19197821617126465,-0.018508180975914,-0.18092292547225952,-0.08001917600631714,-0.1855388879776001,-0.07625605165958405,-0.2358187437057495,-0.055535346269607544,-0.1822640299797058,-0.05210074782371521,-0.16537117958068848
0,0.0,0.0,0.06371185183525085,-0.05368924140930176,0.09917974472045898,-0.14895367622375488,0.08401376008987427,-0.2249944806098938,0.06703966856002808,-0.26085686683654785,0.059295058250427246,-0.22502654790878296,0.057693421840667725,-0.2927703261375427,0.062381893396377563,-0.2153700590133667,0.06120935082435608,-0.1895645260810852,0.011369749903678894,-0.21888798475265503,0.011922061443328857,-0.2819209098815918,0.02378314733505249,-0.19418936967849731,0.019970715045928955,-0.18882101774215698,-0.03253084421157837,-0.20524358749389648,-0.03302833437919617,-0.27356642484664917,-0.01528078317642212,-0.19034278392791748,-0.016248837113380432,-0.1770663857460022,-0.07764966785907745,-0.18549871444702148,-0.07320205867290497,-0.23682045936584473,-0.053351029753685,-0.18211525678634644,-0.0505768358707428,-0.16363513469696045
0,0.0,0.0,0.06368805468082428,-0.05382806062698364,0.09958158433437347,-0.14960283041000366,0.08453847467899323,-0.22599482536315918,0.06667517125606537,-0.26232725381851196,0.05999411642551422,-0.22430574893951416,0.05903153121471405,-0.2933835983276367,0.06283454596996307,-0.21566236019134521,0.061235859990119934,-0.18852585554122925,0.012053117156028748,-0.21861308813095093,0.013052478432655334,-0.2813512086868286,0.024404868483543396,-0.19391489028930664,0.02106662094593048,-0.18820065259933472,-0.032126620411872864,-0.2053859829902649,-0.03187115490436554,-0.27364104986190796,-0.014277905225753784,-0.1898837685585022,-0.015197455883026123,-0.17555111646652222,-0.077385812997818,-0.186079740524292,-0.07196660339832306,-0.23831897974014282,-0.05239081382751465,-0.1828492283821106,-0.04989905655384064,-0.16343843936920166
0,0.0,0.0,0.0658513754606247,-0.05668020248413086,0.10359089076519012,-0.14998328685760498,0.08906535804271698,-0.22762805223464966,0.06911952793598175,-0.2624865770339966,0.06190495193004608,-0.225358247756958,0.06079660356044769,-0.2917848229408264,0.06439970433712006,-0.21316343545913696,0.06327207386493683,-0.18643712997436523,0.014123141765594482,-0.22033816576004028,0.01533423364162445,-0.28028541803359985,0.02594684064388275,-0.19338053464889526,0.02276115119457245,-0.187477707862854,-0.029766470193862915,-0.20773744583129883,-0.029327958822250366,-0.274669885635376,-0.01291327178478241,-0.19079101085662842,-0.013559401035308838,-0.17606580257415771,-0.07474593818187714,-0.18803560733795166,-0.06959609687328339,-0.23962944746017456,-0.050444141030311584,-0.1843927502632141,-0.04773549735546112,-0.16467642784118652
0,0.0,0.0,0.0674947053194046,-0.05673104524612427,0.10598842799663544,-0.14904063940048218,0.09214417636394501,-0.22585082054138184,0.07538463175296783,-0.2609637975692749,0.060689523816108704,-0.22217214107513428,0.062313511967659,-0.28762030601501465,0.06608541309833527,-0.20761358737945557,0.06359075009822845,-0.1829063892364502,0.014258429408073425,-0.21755266189575195,0.018384411931037903,-0.2765447497367859,0.028172031044960022,-0.1890411376953125,0.023263290524482727,-0.18436354398727417,-0.028861477971076965,-0.20521610975265503,-0.02589075267314911,-0.2720187306404114,-0.010679438710212708,-0.1872449517250061,-0.012843400239944458,-0.1735546588897705,-0.07367554306983948,-0.18629968166351318,-0.06759341061115265,-0.237396240234375,-0.04894325137138367,-0.1815059781074524,-0.04683952033519745,-0.16213464736938477
0,0.0,0.0,0.06593722105026245,-0.055428922176361084,0.10440364480018616,-0.14464181661605835,0.0898577868938446,-0.21592086553573608,0.0693897008895874,-0.246260404586792,0.05744338035583496,-0.21622955799102783,0.06063857674598694,-0.2803341746330261,0.06444430351257324,-0.20480871200561523,0.0617365837097168,-0.1772642731666565,0.012151524424552917,-0.2132461667060852,0.017803043127059937,-0.27243298292160034,0.027125179767608643,-0.1880529522895813,0.021602928638458252,-0.17819476127624512,-0.03032541275024414,-0.20206141471862793,-0.026550501585006714,-0.269650399684906,-0.011303514242172241,-0.18619179725646973,-0.014524459838867188,-0.1676018238067627,-0.07511439919471741,-0.1831047534942627,-0.06732626259326935,-0.23650789260864258,-0.049333781003952026,-0.1815595030784607,-0.04877829551696777,-0.1600930094718933
